id,date,tlt,ud,pmt,wp,a,p,q,oee,rate,wf,uf,rework,give,line,unit,std,chk,Remark,waste_film_remark,waste_pellet_remark
36987,2023-05-31,4.5,0,5131,0.002,100,95.02,100,95.02,28.51,0.4,505,0,25.115,C,PPE,30,0,,,
36988,2023-05-31,4.58,2.17,2634,0.027,52.62,91.08,99.96,47.91,27.32,0.4,260,0,25.115,D,PPE,30,0,"18.50-21.00 Top seal ขาด หยุดหาสาเหตุ
ตรวจสอบ Seal bar ติด Teflon กาว และปรับ Teflon",,
36989,2023-06-01,8,0,8742,0,100,91.06,100,91.06,27.32,0.6,840,0,25.115,C,PP12,30,1,,,
36990,2023-06-01,5.25,0,8596,0,100,90.96,100,90.96,40.93,0.6,810,0,25.117,A,PP12,45,1,,,
36991,2023-06-01,3.47,0,3900,0,100,93.66,100,93.66,28.1,0.23,398,0,25.117,A,PP3,30,0,,,
36992,2023-06-01,3.38,0,3939,0,100,97.12,100,97.12,29.13,0.23,398,0,25.117,B,PP3,30,0,,,
36993,2023-06-01,9.75,0,10611,0,100,90.69,100,90.69,27.21,0.9,1199,0,25.116,C,PPE,30,0,,,
36994,2023-06-01,9.7,0,10544,0,100,90.58,100,90.58,27.18,1.21,1305,0,25.116,D,PPE,30,0,,,
36995,2023-06-02,5.17,0,8258,0,100,88.74,100,88.74,39.93,0.8,817,0,25.117,A,PP12,45,1,,,
36996,2023-06-02,7.88,0,8399,0,100,88.82,100,88.82,26.65,0.8,841,0,25.115,C,PP12,30,1,,,
36997,2023-06-03,5.42,0,5699,0,100,87.62,100,87.62,26.29,1.6,575,0,25.114,C,PP12,30,1,,,
36998,2023-06-02,12.83,0,13640,0,100,88.59,100,88.59,26.58,1.86,1366,0,25.116,A,PP3,30,0,,รอยต่อ,
36999,2023-06-02,13.08,0,13818,0,100,88.04,100,88.04,26.41,1.95,1307,0,25.117,B,PP3,30,0,,รอยต่อ,
37000,2023-06-02,5.5,0,6098,0,100,92.39,100,92.39,27.72,0.6,610,0,25.116,C,PPE,30,0,,รอยต่อ,
37001,2023-06-02,5.58,0,6080,0,100,90.8,100,90.8,27.24,0.4,608,0,25.115,D,PPE,30,0,,รอยต่อ,
37002,2023-06-03,2.17,0,3473,0,100,88.91,100,88.91,40.01,0.2,346,0,25.12,A,PP12,45,1,,,
37003,2023-06-03,5.33,0,6140,0,100,96,100,96,28.8,0.6,560,0.25,25.115,A,HDPE,30,0,,,
37004,2023-06-03,10.92,0,11880,0,100,90.66,100,90.66,27.2,0,1018,0,25.114,A,PP3,30,0,,รอยต่อ,
37005,2023-06-03,10.92,0,11916,0,100,90.93,100,90.93,27.28,1.2,1247,0,25.114,B,PP3,30,0,,รอยต่อ,
37006,2023-06-03,9.42,0,11240,0.005,100,99.43,100,99.43,29.83,1,1045,0,25.117,C,PPE,30,0,,รอยต่อ,
37007,2023-06-03,9.42,0,10322,0.005,100,91.31,100,91.31,27.39,1,1051,0,25.116,D,PPE,30,0,,รอยต่อ,
37008,2023-06-04,5.33,0,8803,0,100,91.76,100,91.76,41.29,0.7,866,0,25.118,A,PP12,45,1,,,
37009,2023-06-04,7.83,0,8474,0.025,100,90.19,99.99,90.18,27.06,0.9,796,0,25.119,A,PPC,30,1,,,
37010,2023-06-04,5.91,0,6335,0.01,100,89.33,99.99,89.32,26.8,1,593,0.75,25.115,A,HDPE,30,0,,,
37011,2023-06-04,0.5,0,557,0,100,92.83,100,92.83,27.85,0,48,0,25.115,C,PP12,30,1,,,
37012,2023-06-04,13.92,7,7320,0,49.71,88.15,100,43.82,26.45,3.9,661,0,25.115,A,PP3,30,1,06.00 เครื่องตัด Film สั้น ยาว ไม่เท่ากัน Oncall ช่าง MM & MI แก้ไข09.30-11.30  MM เปลี่ยน Seal แกนเพลา และ เติมน้ำมันเกียร์ ให้ใหม่ 14.00 เครื่องตัด Film สั้น ยาว ไม่เท่ากัน ร่วมกันตรวจเช็คกับ MI สังเกตุเห็นว่า Motor unwind (ชุดคลายฟิล์ม) ของชุด  Coil change decoiler 1 บางครั้งทำงานติดขัดหมุนกระตุกหรือบางครั้งก็ไม่หมุนเลยจึงหยุดใข้งาน Coil change decoiler 1 เปลี่ยนมาใช้ ชุด  Coil change decoiler 2Test run เครื่องตัดถุงได้ความยาวเท่ากันทุกครั้ง สรุปว่า Motor unwind ของชุด Coil change decoiler 1ทำงานไม่ปกติส่งผลให้เครื่อง Bagging ตัดถุงได้ขนาดไม่เท่ากัน ออก Noti.10796667 ไว้ให้ ME แก้ไข,,
37013,2023-06-04,14.42,0,15489,0,100,89.51,100,89.51,26.85,1.8,1514,0,25.114,B,PP3,30,1,,,
37014,2023-06-04,10.75,0,11800,0,100,91.47,100,91.47,27.44,1.2,1221,0,25.117,C,PPE,30,1,,,
37015,2023-06-04,10.75,0,11923,0,100,92.43,100,92.43,27.73,1,1140,0,25.112,D,PPE,30,1,,,
37016,2023-06-05,10.75,0,12230,0,100,94.81,100,94.81,28.44,1.3,1219,0,25.119,A,PPC,30,1,,,
37017,2023-06-05,1.92,0,2049,0,100,88.93,100,88.93,26.68,1,205,0,25.114,C,PP12,30,1,,,
37018,2023-06-05,4.33,0,7048,0,100,90.43,100,90.43,40.69,0.7,665,0,25.118,A,PP12,45,1,,,
37019,2023-06-05,10.58,0,11424,0,100,89.98,100,89.98,26.99,2.2,1098,0,25.114,A,PP3,30,1,,,
37020,2023-06-05,10.67,0,11645,0,100,90.95,100,90.95,27.28,1.1,1186,0,25.114,B,PP3,30,1,,,
37021,2023-06-05,7.92,0,8840,0,100,93.01,100,93.01,27.9,0.6,884,0,25.114,C,PPE,30,1,,,
37022,2023-06-05,5.83,0,6325,0.015,100,90.41,99.99,90.4,27.12,0.6,632,0,25.115,D,PPE,30,1,,,ปากเปิด
37023,2023-06-06,6.83,0,7552,0,100,92.14,100,92.14,27.64,0.9,743,0,25.119,A,PPC,30,1,,,
37024,2023-06-06,6.5,0,10389,0,100,88.79,100,88.79,39.96,0.9,1010,0,25.118,A,PP12,45,1,,,
37025,2023-06-06,3.25,0,3601,0,100,92.33,100,92.33,27.7,0.6,353,0,25.119,B,PPC,30,1,,,
37026,2023-06-06,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,รอโปรแกรม,,
37027,2023-06-06,11.83,0.5,11960,0,95.77,87.97,100,84.25,26.39,1.3,1182,0,25.114,A,PP3,30,1,8:30-9:00 ลวด Bottom seal ฝั่งขวาขาด ทำการเปลี่ยนและ Calibration และ teat ใหม่,,
37028,2023-06-06,13.83,0,15133,0,100,91.18,100,91.18,27.36,1.3,1502,0,25.114,B,PP3,30,1,,,
37029,2023-06-06,11.83,0,12920,0,100,91.01,100,91.01,27.3,1.2,1287,0,25.114,C,PPE,30,1,,,
37030,2023-06-06,11.67,0,11557,0,100,82.53,100,82.53,24.76,2.2,1184,0,25.115,D,PPE,30,1,"Bag out Silo 95T060C เม็ดไหลลงช้าต้องคอย manual ปิด-เปิด valve ตลอด		
ทำให้ rate bag out การผลิตต่ำ",,
37031,2023-06-07,8.5,2,10417,0,76.47,89.03,100,68.08,40.07,0.09,1025,0,25.116,A,PP12,45,1,"Roller conveyer : 10.20-12.20 ราง conveyor มีปัญหาทำงานผิดปรกติ พาเลท product เลยรางทำให้ไม่สามารถลำเลียง Product Line A,C ไปยัง W/Hได้
การแก้ไข : เคลียร์พาเลท product บน conveyer ออกจนหมด reset program ใหม่","หัวม้วน,ท้ายม้วน",-
37032,2023-06-07,8.5,0,5060,0.025,100,49.61,99.98,49.6,14.88,0.4,500,0.1,25.118,B,PPC,30,1,,,
37033,2023-06-07,5.92,2,4219,0,66.22,89.69,100,59.39,26.91,0.09,428,0,25.116,C,PP12,30,1,"Roller conveyer : 10.20-12.20 ราง conveyor มีปัญหาทำงานผิดปรกติ พาเลท product เลยรางทำให้ไม่สามารถลำเลียง Product Line A,C ไปยัง W/Hได้
การแก้ไข : เคลียร์พาเลท product บน conveyer ออกจนหมด reset program ใหม่","หัวม้วน,ท้ายม้วน",-
37034,2023-06-07,2.25,0,2372,0,100,87.85,100,87.85,26.36,0.02,235,0,25.119,A,PPC,30,1,,,
37035,2023-06-07,9.17,0,10505,0,100,95.47,100,95.47,28.64,0.7,989,0,25.114,A,PP3,30,1,,,
37036,2023-06-07,10.08,0,11555,0,100,95.53,100,95.53,28.66,0.9,1190,0,25.115,B,PP3,30,1,,,
37037,2023-06-07,2.67,0,3120,0,100,97.38,100,97.38,29.21,0.2,290,0,25.115,C,PPE,30,1,,,
37038,2023-06-07,2.67,0,2910,0,100,90.82,100,90.82,27.25,0.2,279,0,25.115,D,PPE,30,1,,,
37039,2023-06-08,2.25,0,2420,0,100,89.63,100,89.63,26.89,0.4,237,0,25.118,C,PP12,30,1,,,
37040,2023-06-08,5.83,0,6581,0,100,94.07,100,94.07,28.22,0.4,608,0,25.118,B,PPC,30,1,,,
37041,2023-06-08,5.07,0,8189,0,100,89.73,100,89.73,40.38,0.8,810,0,25.115,A,PP12,45,1,,,
37042,2023-06-08,6.58,0,7090,0,100,89.79,100,89.79,26.94,0.8,700,0,25.118,A,PPC,30,1,,,
37043,2023-06-08,5.41,0,5930,0,100,91.34,100,91.34,27.4,10.4,595,0.25,25.115,A,HDPE,30,0,,,
37044,2023-06-08,15.67,0,17064,0,100,90.75,100,90.75,27.22,1.5,1581,0,25.115,A,PP3,30,0,,,
37045,2023-06-08,5.83,0,6400,0,100,91.48,100,91.48,27.44,0,754,0,25.115,B,PP3,30,0,,,
37046,2023-06-08,1,0,1120,0.01,100,93.33,99.96,93.29,28,0.2,112,0,25.115,C,PPE,30,0,,,
37047,2023-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,D,PPE,30,0,Stop line bag out plan bag out  line C,,
37048,2023-06-09,6,0,9432,0,100,87.33,100,87.33,39.3,0.8,938,0,25.117,A,PP12,45,1,,,
37049,2023-06-10,4.08,0,4578,0,100,93.5,100,93.5,28.05,0.3,438,0,25.12,A,PPC,30,1,,,
37050,2023-06-09,9.5,0,10703,0,100,93.89,100,93.89,28.17,1.4,1072,0,25.115,A,PP3,30,0,,,
37051,2023-06-09,9.58,0,10785,0,100,93.82,100,93.82,28.14,1.2,1136,0,25.115,B,PP3,30,0,,,
37052,2023-06-09,13.33,0,14280,0,100,89.27,100,89.27,26.78,1.2,1422,0,25.115,C,PPE,30,0,,,
37053,2023-06-09,4.25,0,4311,0,100,84.53,100,84.53,25.36,0.6,464,0,25.116,D,PPE,30,0,,,
37054,2023-06-09,7,0,8117,0,100,96.63,100,96.63,28.99,1,774,0,25.118,A,PPC,30,1,,,
37055,2023-06-10,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,,,
37056,2023-06-10,0.81,0,1282,0,100,87.93,100,87.93,39.57,0,123,0,25.117,A,PP12,45,1,,,
37057,2023-06-10,0.75,0,822,0,100,91.33,100,91.33,27.4,0.2,55,0,25.12,B,PPC,30,0,,,
37058,2023-06-10,11.08,0,12360,0,100,92.96,100,92.96,27.89,1.4,1011,0,25.115,A,PP3,30,0,,รอยต่อ,
37059,2023-06-10,9.5,0,10765,0,100,94.43,100,94.43,28.33,0.8,915,0,25.115,B,PP3,30,0,,รอยต่อ,
37060,2023-06-10,14.67,0,13405,0,100,76.15,100,76.15,22.84,1.1,1323,0,25.115,C,PPE,30,0,ชุด cutter ของ hood line c ไม่คม ทำให้การตัด film hood ค้าง step alarm บ่อย เครื่องหยุดบ่อย,รอยต่อ,
37061,2023-06-10,14.67,0,13435,0,100,76.32,100,76.32,22.9,1.2,1328,0,25.115,D,PPE,30,0,"ตักจากhood line D ไป hood  line C
ชุด cutter ของ hood line c ไม่คม ทำให้การตัด film hood ค้าง step alarm บ่อย เครื่องหยุดบ่อย",รอยต่อ,
37062,2023-06-11,6.67,0,10701,0,100,89.13,100,89.13,40.11,1.6,1069,0,25.117,A,PP12,45,1,,,
37063,2023-06-11,0.42,0,459,0,100,91.07,100,91.07,27.32,0,42,0,25.118,C,PP12,30,1,,,
37064,2023-06-11,2.58,0,2983,0,100,96.35,100,96.35,28.91,0.4,311,0,25.119,A,PPC,30,1,,,
37065,2023-06-11,11.58,1.5,11160,0,87.05,92.26,100,80.31,27.68,1.8,1091,0,25.115,A,PP3,30,0,"16.00-21.00 พบปัญหาเม็ดล้นถุงในบางจังหวะทำให้ซีลปากถุงไม่ได้ตรวจสอบพบในบางจังหวะ
ที่เม็ดไหลลงถุงช้าผิดปกติทำให้ลงก้นถุงไม่หมดก่อนที่ส่งไปที่ Top seal",รอยต่อ,
37066,2023-06-11,10.5,0,11560,0,100,91.75,100,91.75,27.52,1.8,1137,0,25.115,C,PPE,30,0,,รอยต่อ,
37067,2023-06-11,11.58,0,12539,0,100,90.23,100,90.23,27.07,1.6,1268,0,25.116,B,PP3,30,0,,รอยต่อ,
37068,2023-06-11,10.5,0,11482,0,100,91.13,100,91.13,27.34,1.8,1191,0,25.116,D,PPE,30,0,,รอยต่อ,
37069,2023-06-12,10.75,0,11988,0.02,100,92.93,99.99,92.92,27.88,1.4,1186,0,25.118,A,PPC,30,1,,,
37070,2023-06-12,6.58,0,10710,0,100,90.43,100,90.43,40.69,0.8,1061,0,25.115,A,PP12,45,1,,,
37071,2023-06-12,2.62,0,2844,0,100,90.46,100,90.46,27.14,0.2,272,0,25.116,C,PP12,30,1,,,
37072,2023-06-12,11.92,0,13040,0,100,91.16,100,91.16,27.35,2.5,1297,0,25.116,A,PP3,30,1,,,
37073,2023-06-12,11.92,0,12846,0,100,89.81,100,89.81,26.94,1.4,1309,0,25.115,B,PP3,30,1,,,
37074,2023-06-12,3,0,3360,0,100,93.33,100,93.33,28,0,339,0,25.115,C,PPE,30,1,,,
37075,2023-06-12,3,0,3383,0,100,93.97,100,93.97,28.19,0.2,340,0,25.115,D,PPE,30,1,,,
37076,2023-06-13,7.5,0,7912,0,100,87.91,100,87.91,26.37,1,799,0,25.114,C,PP12,30,1,,,
37077,2023-06-13,5.08,0,8196,0,100,89.63,100,89.63,40.33,1,827,0,25.119,A,PP12,45,1,,,
37078,2023-06-13,8.17,0,9041,0.035,100,92.22,99.98,92.2,27.67,1,891,0,25.118,A,PPC,30,1,,,
37079,2023-06-13,11.42,0,12520,0,100,91.36,100,91.36,27.41,1.3,1239,0,25.116,A,PP3,30,1,,,
37080,2023-06-13,10.17,0,10884,0,100,89.18,100,89.18,26.76,1.1,1075,0,25.116,B,PP3,30,1,,,
37081,2023-06-13,6,0,6760,0,100,93.89,100,93.89,28.17,0.8,696,0,25.116,C,PPE,30,1,,,
37082,2023-06-13,11.33,1.5,10997,0,86.76,93.23,100,80.89,27.97,1.2,1097,0,25.117,D,PPE,30,1,0.30-02.00  InkJet ยิงแตกครึ่งบน ทำการล้างหัว InkJet ใหม่,,
37083,2023-06-14,2.75,0,3000,0,100,90.91,100,90.91,27.27,0.3,278,0,25.117,C,PP12,30,1,,,
37084,2023-06-14,12.58,0,12920,0,100,85.59,100,85.59,25.68,1.2,1292,0,25.116,A,PP3,30,1,16.00-17.00 Lift T113 ค้าง Plan bag out 1 line ขนของลงทาง Lift อาคาร P9B,,
37085,2023-06-14,12.67,0,9148,0,100,60.17,100,60.17,18.05,0.9,918,0,25.115,B,PP3,30,1,16.00-21.00 Lift T113 ค้าง Plan bag out 1 line ขนของลงทาง Lift อาคาร  P9B,,
37086,2023-06-14,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PPE,30,1,06.00-06.00 เครื่อง Bagging ยังใช้งานไม่ได้ MI ถอดสายสัณญาณ ชุด solenoid ไปซ่อมที่ Shop,,
37087,2023-06-14,10.08,0,10738,0,100,88.77,100,88.77,26.63,0.8,1056,0,25.115,D,PPE,30,1,,,
37088,2023-06-14,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,รอโปรแกรม,,
37089,2023-06-15,2.66,0,2782,0,100,87.16,100,87.16,26.15,0.14,293,0,25.118,C,PP12,30,1,-,"หัวม้วน,ท้ายม้วน",-
37090,2023-06-15,3.58,0,5696,0,100,88.39,100,88.39,39.78,0.14,556,0,25.112,A,PP12,45,1,-,,-
37091,2023-06-15,4.83,0,4800,0.025,100,82.82,99.98,82.8,24.84,1,490,0.025,25.115,A,HDPE,30,0,ล้างหัว Ink jet  ยางจับปากถุงใต้ top seal หลุด ช่อมหา Bolt มาใส่ใหม่,,
37092,2023-06-15,12.5,0,14080,0,100,93.87,100,93.87,28.16,1.42,1359,0,25.116,A,PP3,30,1,,,
37093,2023-06-15,11.08,0,12368,0,100,93.02,100,93.02,27.91,1.2,1244,0,25.115,B,PP3,30,1,,,
37094,2023-06-15,15,0,16597,0,100,92.21,100,92.21,27.66,1.6,1672,0,25.114,D,PPE,30,1,,,
37095,2023-06-16,2.75,0,4475,0,100,90.4,100,90.4,40.68,0.6,463,0,25.119,A,PP12,45,1,,,
37096,2023-06-16,3.5,0,3680,0,100,87.62,100,87.62,26.29,0.4,378,0,25.118,C,PP12,30,1,,,
37097,2023-06-16,5.33,0,5964,0,100,93.25,100,93.25,27.97,0.5,590,0,25.119,A,PPC,30,1,,,
37098,2023-06-16,6.25,0,6874,0,100,91.65,100,91.65,27.5,1.4,664,0,25.115,A,HDPE,30,0,,,
37099,2023-06-16,12.25,0,13812,0,100,93.96,100,93.96,28.19,1.2,1171,0,25.114,A,PP3,30,0,,,
37100,2023-06-16,10.42,0,11640,0,100,93.09,100,93.09,27.93,1.2,1230,0,25.115,B,PP3,30,0,,,
37101,2023-06-16,7.17,0,7520,0,100,87.4,100,87.4,26.22,1.14,774,0,25.114,C,PPE,30,0,,,
37102,2023-06-16,11,5.17,5040,0.01,53,72.04,99.99,38.18,21.61,0.8,465,0,25.114,D,PPE,30,0,"18.00-20.30 Clamp Jaws จับ Film ไม่อยู่และ Top Seal ทำงานค้าง Step บ่อยทำการแก้ไขโดย
ปรับระยะ Clamp Filling ใหม่และทำการปรับลมชุดกระบอก Top seal ใหม่
00.00-01.30 Clamp Jaws จับ Film ไม่อยู่และ Top Seal ทำงานค้าง Step บ่อยทำการแก้ไขโดย
ปรับตำแหน่ง Prox ของชุดกระบอกสูบตัวกด Film / Bag Next
01.30-03.30 Clamp Jaws จับ Film Transfer ฝั่ง D/S สายสัญญาณขาด 
แก้ไขไล่สายและต่อสายไฟใหม่ / Bag Next",,
37103,2023-06-17,5.43,0,5974,0,100,91.68,100,91.68,27.5,1,670,0,25.119,A,PPC,30,1,,,
37104,2023-06-17,6.47,0,10400,0,100,89.3,100,89.3,40.19,0.9,1062,0,25.116,A,PP12,45,1,,,
37105,2023-06-17,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,รอโปรแกรม,,
37106,2023-06-17,10.67,0,11600,0,100,90.6,100,90.6,27.18,1.3,1077,0,25.115,A,PP3,30,0,,,
37107,2023-06-17,10.67,0,11594,0,100,90.55,100,90.55,27.16,1.3,1147,0,25.115,B,PP3,30,0,,,
37108,2023-06-17,9.75,0,11080,0,100,94.7,100,94.7,28.41,1.2,1080,0,25.115,C,PPE,30,0,,,
37109,2023-06-17,9.92,0,11052,0,100,92.84,100,92.84,27.85,1.2,1113,0,25.116,D,PPE,30,0,,,
37110,2023-06-18,5,0,8075,0,100,89.72,100,89.72,40.38,0.7,814,0,25.117,A,PP12,45,1,,,
37111,2023-06-18,10.75,0,11939,0,100,92.55,100,92.55,27.77,1.4,1188,0,25.119,A,PPC,30,1,,,
37113,2023-06-18,11.58,0,12480,0,100,89.81,100,89.81,26.94,1.2,1073,0,25.115,A,PP3,30,0,,รอยต่อ,
37114,2023-06-18,11.58,0,12443,0,100,89.54,100,89.54,26.86,1.4,1066,0,25.114,B,PP3,30,0,,รอยต่อ,
37115,2023-06-18,11.25,0,12320,0,100,91.26,100,91.26,27.38,1,1276,0,25.115,C,PPE,30,0,,รอยต่อ,
37116,2023-06-18,11.25,0,12286,0,100,91.01,100,91.01,27.3,1,1191,0,25.115,D,PPE,30,0,,รอยต่อ,
37117,2023-06-19,6.67,0,10954,0,100,91.24,100,91.24,41.06,1.9,1233,0,25.118,A,PP12,45,1,,,
37118,2023-06-19,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,รอโปรแกรม,,
37119,2023-06-19,2.92,0,3288,0,100,93.84,100,93.84,28.15,0.4,336,0,25.12,A,PPC,30,0,,,
37120,2023-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,C,PP12,30,0,รอโปรแกรม,,
37121,2023-06-19,13.08,0,14440,0,100,92,100,92,27.6,1.4,1471,0,25.113,A,PP3,30,0,,รอยต่อ,
37122,2023-06-19,13.17,0,14380,0,100,90.99,100,90.99,27.3,1.3,1490,0,25.116,B,PP3,30,0,,รอยต่อ,
37123,2023-06-19,11.97,0,12822,0,100,89.26,100,89.26,26.78,1,1334,0,25.117,C,PPE,30,0,,รอยต่อ,
37124,2023-06-19,12.08,2.5,8068,0.001,79.3,70.18,100,55.65,21.05,0.8,758,0,25.116,D,PPE,30,0,"17.30-20.00 Motor feed product ของเครื่อง De duster ไม่ทำงานหาสาเหตุพบขั่วสายไฟของ
ชุด Hight lavel หลวมแก้ไขขยับขั้วสายไฟใหม่",รอยต่อ,
37125,2023-06-20,3.5,0,5720,0,100,90.79,100,90.79,40.86,1.2,553,0,25.119,A,PP12,45,1,,,
37126,2023-06-20,10.08,0,11594,0.05,100,95.85,99.98,95.83,28.75,2.4,1156,0.5,25.115,A,HDPE,30,0,,,
37127,2023-06-20,12.08,0,13520,0,100,93.27,100,93.27,27.98,1.3,1347,0,25.115,A,PP3,30,1,,,
37128,2023-06-20,12.08,0,13375,0,100,92.27,100,92.27,27.68,1.3,1316,0,25.115,B,PP3,30,1,,,
37129,2023-06-20,0.25,0,280,0,100,93.33,100,93.33,28,0.2,28,0,25.115,C,PPE,30,1,,,
37130,2023-06-20,1.5,0,1641,0,100,91.17,100,91.17,27.35,0,164,0,25.114,D,PPE,30,1,,,
37131,2023-06-21,3.58,0,3919,0,100,91.22,100,91.22,27.37,0.4,386,0,25.115,C,PP12,30,1,,,
37132,2023-06-21,17.58,5.5,12484,0.05,68.71,86.12,99.98,59.16,25.84,1.9,1205,0.575,25.115,A,HDPE,30,0,เครื่อง Bagging ทำงานค้างจังหวะ ตรวจเช็คเบื้องต้น พบว่า Photo Switch ทำงานผิดปกติ,,
37133,2023-06-21,2.83,0,3280,0,100,96.58,100,96.58,28.98,0.5,328,0,25.115,A,PP3,30,1,,,
37134,2023-06-21,2.83,0,3255,0,100,95.85,100,95.85,28.75,0.4,325,0,25.114,B,PP3,30,1,,,
37135,2023-06-21,12.17,0,12960,0,100,88.74,100,88.74,26.62,0.8,1331,0,25.116,C,PPE,30,1,,,
37136,2023-06-21,6.67,0,7220,0,100,90.2,100,90.2,27.06,0.6,720,0,25.116,D,PPE,30,1,,,
37137,2023-06-22,2.05,0,3422,0,100,92.74,100,92.74,41.73,0.4,338,0,25.114,A,PP12,45,1,,,
37138,2023-06-22,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,รอโปรแกรม,,
37139,2023-06-21,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,รอโปรแกรม,,
37140,2023-06-20,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,รอโปรแกรม,,
37141,2023-06-22,8.33,0,8800,0,100,88.04,100,88.04,26.41,1.1,876,0,25.114,A,PP3,30,1,,,
37142,2023-06-22,9.08,6.67,2720,0,26.54,94.05,100,24.96,28.22,0.3,267,0,25.115,B,PP3,30,1,"Palletizer B เครื่อง Palletizer fault ""Count hoisting unit"" บ่อยมากและ Motor hoist D35 มีกลิ่นเหม็นไหม้ จึงหยุด Clear line bag out ออก Noti.10798835  ไว้ให้ ME ตรวจเช็ค",,
37143,2023-06-22,12.58,0,14040,0,100,93,100,93,27.9,1.2,1359,0,25.114,C,PPE,30,1,,,
37144,2023-06-22,14.08,0,15603,0,100,92.35,100,92.35,27.7,1.2,1465,0,25.114,D,PPE,30,1,,,
37145,2023-06-23,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,รอโปรแกรม,,
37146,2023-06-23,0.43,0,462,0,100,89.53,100,89.53,26.86,0,41,0,25.118,C,PP12,30,1,,,
37147,2023-06-23,11.8,0,9541,0.01,100,67.38,100,67.38,20.21,2,953,0.1,25.115,A,HDPE,30,0,Belt on Line Weight ขาด,,
37148,2023-06-23,6.75,0,7580,0,100,93.58,100,93.58,28.07,2.5,760,0,25.115,A,PP3,30,1,,,
37149,2023-06-23,0,0,0,0,0,0,0,0,0,0,0,0,25.11,B,PP3,30,1,"เครื่อง Palletizer fault ""Count hoisting unit ช่าง ME เข้าซ่อมสาเหตุเกิดจาก น็อต จานเบรคหลุดและเกลียวเสีย Coli break motor ไหม้",,
37150,2023-06-23,12.42,0,8693,0,100,58.33,100,58.33,17.5,0.6,826,0,25.115,C,PPE,30,1,00.30-06.00 ไฟฟ้าที่จ่ายให้เครื่อง Bagging ดับไม่ทราบสาเหตุ  On call ME มาตรวจสอบแก้ไข // ME จะเข้ามาตอนเช้า 08.00 น.,,
37151,2023-06-23,12,0,13040,0,100,90.56,100,90.56,27.17,0.6,1265,0,25.115,D,PPE,30,1,,,
37152,2023-06-24,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37153,2023-06-24,3.83,0,4114,0,100,89.51,100,89.51,26.85,0.3,412,0,25.119,C,PP12,30,1,,,
37154,2023-06-24,2.25,0,2531,0.03,100,93.74,99.95,93.69,28.12,0.2,230,0.025,25.115,A,HDPE,30,0,,,
37155,2023-06-24,8.25,3,3960,0,63.64,62.86,100,40,18.86,0.3,406,0,25.115,A,PP3,30,0,10.00 - 13.00 Product ชนหัว Ink jet ทำให้ยิงไม่ได้ระดับ / หยุด Bag และทำการโยนเม็ดใหม่,,
37156,2023-06-24,8.33,1.33,6203,0,84.03,73.85,100,62.06,22.15,0.5,619,0,25.114,B,PP3,30,0,"09.20 - 09.40  ตัวบีบถุงด้านข้างบีบไม่เท่ากัน / ปรับระยะ Proximity ใหม่ สามารถเดินเรทปกติได้
10.00 - 11.00 Clamp จับถุงชุด Bottom seal 2 ฝั่ง จับไม่เท่ากัน ทำให้ปากเปิด / ปรับระยะ Clamp 
และ ปรับแรงดันลมเข้ากระบอกสูบ",,
37157,2023-06-24,5.42,0,5825,0,100,89.56,100,89.56,26.87,0.6,575,0,25.115,C,PPE,30,0,,,
37158,2023-06-24,15.42,0,16798,0.001,100,90.78,100,90.78,27.23,1.2,1545,0,25.115,D,PPE,30,0,,,
37159,2023-06-25,2.92,0,3052,0,100,87.1,100,87.1,26.13,0.2,307,0,25.115,C,PP12,30,1,,,
37160,2023-06-25,6.83,0,7600,0,100,92.73,100,92.73,27.82,0.7,760,0,25.115,A,PP3,30,0,,,
37161,2023-06-25,6.83,0,7612,0,100,92.87,100,92.87,27.86,0.7,766,0,25.115,B,PP3,30,0,,,
37162,2023-06-25,13,0,14320,0,100,91.79,100,91.79,27.54,1.4,1261,0,25.115,C,PPE,30,0,,,
37163,2023-06-25,13.25,4,9975,0,69.81,89.86,100,62.73,26.96,1.6,973,0,25.115,D,PPE,30,0,"17.00-21.00   toothed belt loading plate ขาด  Noti. no10799087
ตาม  On call MM  เปลี่ยนสายพานเสร็จใช้งานได้",,
37164,2023-06-26,10.17,0,10828,0,100,88.73,100,88.73,26.62,0.8,1062,0,25.115,C,PP12,30,1,,,
37165,2023-06-27,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37166,2023-06-27,9.92,0,10583,0,100,88.9,100,88.9,26.67,2.2,1064,0,25.117,C,PP12,30,1,,,
