id,date,tlt,ud,pmt,wp,a,p,q,oee,rate,wf,uf,rework,give,line,unit,std,chk,Remark,waste_film_remark,waste_pellet_remark
37167,2023-06-26,4.42,0,4816,0,100,90.8,100,90.8,27.24,0.4,495,0,25.115,A,PP3,30,0,,รอยต่อ,
37168,2023-06-26,3.92,0,4240,0,100,90.14,100,90.14,27.04,0.4,439,0,25.115,B,PP3,30,0,,รอยต่อ,
37169,2023-06-26,10,0,10960,0,100,91.33,100,91.33,27.4,1,1030,0,25.115,C,PPE,30,0,,รอยต่อ,
37170,2023-06-27,10,0,10942,0,100,91.18,100,91.18,27.36,1,1086,0,25.115,D,PPE,30,0,,รอยต่อ,
37171,2023-06-27,2.17,0,2411,0.05,100,92.59,99.92,92.52,27.78,0.2,231,0,25.119,B,PPC,30,1,,,Bagging B  มีการซ่อมเครื่องและ Test run
37172,2023-06-27,1.08,0,1213,0,100,93.6,100,93.6,28.08,0.4,110,0,25.115,A,PP3,30,0,,รอยต่อ,
37173,2023-06-27,1.92,1,800,0,47.92,72.46,100,34.72,21.74,0.1,80,0,25.116,B,PP3,30,0,"02.00-03.00 Deduster line A/B start ไม่ได้ ตรวจเช็คลอง manual Deduster ทำงานปกติ แต่ไม่สามารถ auto 
ได้จึงทำการ off ไฟ Start ใหม่ Deduster ทำงานปกติ auto ได้ปกติ / Start bag",รอยต่อ,
37174,2023-06-27,9.25,0,10120,0.001,100,91.17,100,91.17,27.35,0.6,882,0,25.116,C,PPE,30,0,,รอยต่อ,
37175,2023-06-28,0.42,0,451,0,100,89.48,100,89.48,26.85,0,12,0,25.115,C,PP12,30,1,,,
37176,2023-06-28,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37177,2023-06-28,8.25,0,8982,0,100,90.73,100,90.73,27.22,0.6,873,0,25.115,A,PP3,30,1,,,
37178,2023-06-28,4.5,0,5040,0,100,93.33,100,93.33,28,0.4,532,0,25.114,B,PP3,30,1,,,
37179,2023-06-28,10.75,0,11720,0,100,90.85,100,90.85,27.26,0.8,1106,0,25.116,C,PPE,30,1,,,
37180,2023-06-28,11.5,0,12595,0,100,91.27,100,91.27,27.38,1,1228,0,25.116,D,PPE,30,1,,,
37181,2023-06-29,2,0,3192,0,100,88.67,100,88.67,39.9,0.7,375,0,25.115,A,PP12,45,1,,,
37182,2023-06-29,5.67,0,5967,0,100,87.7,100,87.7,26.31,1,598,0,25.115,C,PP12,30,1,,,
37183,2023-06-29,12.83,3,11200,0.025,76.62,94.95,99.99,72.74,28.48,6.1,1138,0,25.115,A,PP3,30,1,15.00-18.00 ชุด Sucker ดูด ปากถุง หลุดบ่อย Bag ไปปรับไป,ชุด Sucker ดูด ปากถุง หลุดบ่อย Bag ไปปรับไป,ชุด Sucker ดูด
37184,2023-06-29,11.17,0,12394,0,100,92.46,100,92.46,27.74,4.1,1294,0,25.115,B,PP3,30,1,,,
37185,2023-06-29,10.17,2,8360,0,80.33,85.27,100,68.5,25.58,0.8,862,0,25.116,C,PPE,30,1,15.20-17.20 เครื่องจักร Alarm inverter ตรวจสอบพบว่า Inverter มีอุณภูมิที่ร้อนมาก ทำการแก้ไขโดย Off main แล้วใช้ลม AII เป่าเพื่อให้อุณภูมิปกติ ก่อน Start Up,,
37186,2023-06-29,12.25,1.67,11371,0,86.37,89.56,100,77.35,26.87,1,1172,0,25.114,D,PPE,30,1,14.00-15.40 Clamp Jaws จับ Film Tranfer ฝั่ง D/S ไม่ทำงาน ตรวจไล่สายพบ สายสัญญาณขาด แก้ไข ตัดต่อสายสัญญาณใหม่ / Bag Next,,
37187,2023-06-30,7.25,0,11620,0,100,89.04,100,89.04,40.07,1,1149,0,25.116,A,PP12,45,1,,,
37188,2023-06-30,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,รอโปรแกรม,,
37189,2023-06-30,2.08,0,2315,0,100,92.75,100,92.75,27.82,0.2,228,0,25.115,A,PP3,30,1,,,
37190,2023-06-30,2,0,2320,0,100,96.67,100,96.67,29,0.2,232,0,25.115,B,PP3,30,1,,,
37191,2023-06-30,13.83,6.5,8000,0,53,90.95,100,48.2,27.29,0.7,813,0,25.115,C,PPE,30,1,09.00-12.00 เครื่อง Bagging Alarm Profinnetbus เนื่องจากตู้ร้อนแก้ไขนำ Off เครื่องและสายลมมาเป่า,,
37192,2023-06-30,13.17,0,14495,0,100,91.72,100,91.72,27.52,1.2,1471,0,25.114,D,PPE,30,1,,,
37193,2023-07-01,5.08,0,8076,0,100,88.32,100,88.32,39.74,10.6,817,0,25.118,A,PP12,45,1,,,
37194,2023-07-01,3.42,0,3645,0,100,88.82,100,88.82,26.64,0.4,340,0,25.12,C,PP12,30,1,,,
37195,2023-07-01,15.08,5,10913,0,66.84,90.22,100,60.3,27.07,0.9,1041,0,25.115,C,PPE,30,1,17.00-22.00 เครื่อง Bagging Alarm Inverter / Inverter not ready เนื่องจากตู้มีอุณหภูมิที่ร้อนมาก ON CALL MI เข้ามาแก้ไข ffo ไฟไป 2 ชม เดินได้ 10 นาทีก็เป็นอีกอาการเดิม ช่างหาทางแก้ไขอยู่ //ใช้ลม AII เป่า เดินไปเรื่อย,,
37196,2023-07-01,13.33,0,13921,0,100,87.03,100,87.03,26.11,1.3,1590,0,25.115,D,PPE,30,1,,,
37197,2023-07-02,13.58,3,9726,0,77.91,76.61,100,59.69,22.98,1,946,0,25.12,C,PP12,30,1,"09:00 Motor ของชุด Turning bag ตำแหน่ง Braker 32F-12 Overloaded ตลอดเมื่อทำการ reset braker magnetic No. 32K-3 (Turning basket turn left fast)พบว่าดูดค้างตลอดเวลา ทำให้ 32F-12 overloaded อีกครั้ง 
14.00-15.00 M11I เข้ามาตรวจเช็คและแก้ไขได้ถอดแผ่นการ์ดออกมาทำความสะอาดแล้วใส่เข้าไปใหม่จีงทำงานได้ปกติ",,
37198,2023-07-02,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37199,2023-07-02,4.17,0,4680,0,100,93.53,100,93.53,28.06,1.2,465,0,25.116,A,PP3,30,0,,,
37200,2023-07-02,8.08,0,9250,0,100,95.4,100,95.4,28.62,0,930,0,25.115,B,PP3,30,0,,,
37201,2023-07-02,6.67,0,7491,0.001,100,93.59,100,93.59,28.08,0.7,737,0,25.115,C,PPE,30,0,,,
37202,2023-07-02,4.58,0,5036,0.001,100,91.63,100,91.63,27.49,0.6,528,0,25.115,D,PPE,30,0,,,
37203,2023-07-03,9.17,1,9386,0,89.09,95.74,100,85.29,28.72,0.8,963,0,25.115,C,PPE,30,1,"10.50-14.00  เครื่อง Bagging Alarm Inverter  บ่อยครั้ง / เครื่องจักร Alarm pro fines bus ตรวจสอบพบว่า
 ขาขั้วสายไฟชุด  pro fines bus หัก",,
37204,2023-07-03,8,0,8767,0,100,91.32,100,91.32,27.4,0.8,866,0,25.115,C,PP12,30,1,,,
37205,2023-07-03,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37206,2023-07-03,8.75,0,9749,0,100,92.85,100,92.85,27.85,0.8,1033,0,25.115,A,PP3,30,0,,,
37207,2023-07-03,11.33,3.67,8400,0,67.61,91.38,100,61.78,27.42,0.5,782,0,25.115,B,PP3,30,0,"18.00-20.30 ON CALL ME เจอปัญหาชุดproxนับรอบมอเตอร์ไม่ทำงาน
ME ถอดฝาครอบพบน็อตล็อคเหล็กบังคลายตัว ทำให้เหวี่ยงไปโดนหัว Prox. แตก 
/ ทำการยึดน็อตและปรับระยะ Prox. ใหม่",,
37208,2023-07-03,9.75,0,10640,0,100,90.94,100,90.94,27.28,0.8,1287,0,25.115,D,PPE,30,0,,,
37209,2023-07-04,10.92,0,11642,0,100,88.84,100,88.84,26.65,0.8,1105,0,25.115,C,PP12,30,1,,,
37210,2023-07-04,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37211,2023-07-04,12.67,0,13699,0,100,90.1,100,90.1,27.03,1.3,1234,0,25.115,A,PP3,30,0,,รอยต่อ,
37212,2023-07-04,12.75,4,9267,0,68.63,88.26,100,60.57,26.48,1,914,0,25.115,B,PP3,30,0,"09.00 Fault Impulse sequence push off sl.count reset ไม่ได้ ซึ่งเกิดจาก Prox. นับรอบ Motor layer feeder 
14.00-15.30 MI เข้าประกอบ Prox.sw นับรอบ Motor layer feeder",รอยต่อ,
37213,2023-07-04,15.5,4.83,11379,0,68.84,88.87,100,61.18,26.66,0.8,1096,0,25.115,C,PPE,30,0,"08.05-14.00  เครื่อง Bagging Alarm  profinet bus บ่อยมากๆออก Noti. 10800135  
MI เข้ามาแก้ไข้เครื่องจักร Alarm profinesbus ชุดสายไฟ",รอยต่อ,
37214,2023-07-04,5.08,0,5480,0,100,89.9,100,89.9,26.97,0.6,548,0,25.115,D,PPE,30,0,,รอยต่อ,
37215,2023-07-05,11.25,7.25,4464,0,35.56,93,100,33.07,27.9,0.4,572,0,25.118,C,PP12,30,1,"Palletizer C : 09:00 Motor ของชุด Turning bag ตำแหน่ง Braker 32F-12 Overloaded ตลอด เมื่อทำการ reset braker magnetic No. 32K-3 (Turning basket turn left fast)พบว่าดูดค้างตลอดเวลา ทำให้ 32F-12 overloaded อีกครั้ง 
14.00 MI ได้นำ card ที่ซ่อมแล้วมาใส่แต่ยังเดินไม่ได้เนื่องจากเครื่องทำงานค้างจังหวะผิดปกติ และได้ตรวจสอบและทำการเปลี่ยน photo cell ของชุด turning bag ไป1ตัว และเปลี่ยน bolt ที่ใช้ยึดตัวบีบถุงของ turning เนื่องจากชำรุดไป2ตัว
Bagging C : 17.45 เครื่องbagทำงานผิดจังหวะทำให้เม็ดล้ม เนื่องจากclamp jaw#4 ทั้ง2ด้าน ไม่ยอมปล่อยถุงหนีบถุงค้างไว้หลายครั้ง และได้ทำการเปลี่ยนสายลมclamp jaw#4 ไป1เส้น แต่ยังไม่หาย ได้ถอดฝาครอบเช็ค dish แต่ก็ไม่สกปรก
18.30 จึงได้ติดต่อ on call MI เนื่องจากชุดclamp jaw # 4 หนีบและไม่ปล่อยถุง
20.00 mi on call เข้ามาซ่อมเครื่อง และเปลี่ยน relay 1 ตัวใช้งานได้ปกติ",,
37216,2023-07-05,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37217,2023-07-05,12.75,0,13960,0,100,91.24,100,91.24,27.37,1.1,1319,0,25.116,A,PP3,30,0,,รอยต่อ,
37218,2023-07-05,12.75,3.5,10563,0.02,72.55,95.16,99.99,69.03,28.55,1,1107,0,25.115,B,PP3,30,0,"16.30-20.10  Belt weight online ขาด ออก Noti. 10800364 ไว้ให้ MM แก้ไขพรุ่งนี้ช่วง Day time
ใช้เทปผ้าปะทับรอยขาดปรับตั้งสายพานเดินเครื่องต่อ",รอยต่อ,
37219,2023-07-05,3.33,0,3620,0,100,90.59,100,90.59,27.18,0.4,395,0,25.116,C,PPE,30,0,,รอยต่อ,
37220,2023-07-05,3.33,0,3577,0,100,89.51,100,89.51,26.85,0.2,338,0,25.116,D,PPE,30,0,,รอยต่อ,
37221,2023-07-06,10.25,0,11141,0,100,90.58,100,90.58,27.17,1.1,1140,0,25.118,C,PP12,30,1,,,
37222,2023-07-06,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37223,2023-07-06,12.58,0,13600,0,100,90.09,100,90.09,27.03,4,1270,0,25.114,A,PP3,30,1,,,
37224,2023-07-06,11.83,0,12860,0,100,90.59,100,90.59,27.18,1.4,1289,0,25.113,B,PP3,30,1,,,
37225,2023-07-06,14.97,3.5,12510,0,76.62,90.89,100,69.64,27.27,1,1268,0,25.117,C,PPE,30,1,10.00-13.00 เครื่อง Fault Alarm profinet bus Reset ไม่หาย  ติดต่อ MI มาตรวจสอบ 14.00 เครื่อง Bagging Fault Alarm profinet bus Reset ไม่หาย  MI กำลังตรวจเช็คและแก้ไขโดยหมุนขยับขั้วสายไฟเครื่องก็สามารถ Reset ได้,,
37226,2023-07-06,12.92,2,11890,0,84.52,90.74,100,76.69,27.22,0.8,1134,0,25.117,D,PPE,30,1,09.30-10.30 Ink Jet Alarms ท่อส่งหมึกแรงดันต่ำทำการถอดหัว Ink Jet มาตรวจสอบ 11.00-13.00 Valve 95T060C ทาง plant มีปัญหาส่งเม็ดมาไม่ได้,,
37227,2023-07-07,10.83,0,11518,0,100,88.63,100,88.63,26.59,0.8,1165,0,25.115,C,PP12,30,1,,,
37228,2023-07-07,9.5,0,10786,0,100,94.61,100,94.61,28.38,1.5,1076,0,25.114,A,PP3,30,1,,,
37229,2023-07-07,9.58,0,10977,1.4,100,95.49,99.49,95,28.65,1.4,1093,0,25.114,B,PP3,30,1,,,
37230,2023-07-07,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PPE,30,1,,,
37231,2023-07-07,0,0,0,0,0,0,0,0,0,0,0,0,25.11,D,PPE,30,1,,,
37232,2023-07-08,9.75,0,10469,0,100,89.48,100,89.48,26.84,0.08,1032,0,25.117,C,PP12,30,1,-,"หัวม้วน,ท้ายม้วน",-
37233,2023-07-08,13.83,0,15737,0,100,94.82,100,94.82,28.45,1.3,1548,0,25.115,A,PP3,30,1,,,
37234,2023-07-08,10.33,0,11744,0,100,94.74,100,94.74,28.42,0.6,1162,0,25.115,B,PP3,30,1,,,
37235,2023-07-07,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37236,2023-07-08,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / รอซ่อมชุด hoist,,
37237,2023-07-09,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / รอซ่อมชุด hoist,,
37238,2023-07-09,11.08,0,11785,0,100,88.64,100,88.64,26.59,1.3,1215,0,25.115,C,PP12,30,1,,,
37239,2023-07-09,5.58,0,6120,0.01,100,91.4,99.99,91.39,27.42,1.5,584,0.55,25.115,A,HDPE,30,0,,,
37240,2023-07-09,7.58,0,8701,0,100,95.66,100,95.66,28.7,0.5,850,0,25.115,A,PP3,30,1,,,
37241,2023-07-09,7.5,0,8740,0,100,97.11,100,97.11,29.13,0.5,876,0,25.115,B,PP3,30,1,,,
37242,2023-07-09,10.83,0,11600,0,100,89.26,100,89.26,26.78,0.8,1226,0,25.114,C,PPE,30,1,,,
37243,2023-07-09,10.83,0,11424,0,100,87.9,100,87.9,26.37,1,1131,0,25.115,D,PPE,30,1,,,
37244,2023-07-10,9.83,0,10426,0,100,88.39,100,88.39,26.52,1,1024,0,25.115,C,PP12,30,1,,,
37245,2023-07-10,5.66,0,6248,0,100,91.99,100,91.99,27.6,0.4,670,0.25,25.115,A,HDPE,30,0,,,
37246,2023-07-10,13.25,0,14640,0,100,92.08,100,92.08,27.62,1.41,1364,0,25.115,A,PP3,30,0,,,
37247,2023-07-10,12.67,1.5,12006,0,88.16,89.57,100,78.96,26.87,1.33,1255,0,25.114,B,PP3,30,0,"เครื่อง Palletizer Fault '' Count push off-side /รอช่าง MI เข้าแก้ไข
11.30 -15.00 พนักงานแก้ไขเอง ถอดฝาครอบพบน็อตล็อคเหล็ก prox. บังหลุด
ใส่เข้าที่เดิม เดินได้ปกติ",,
37248,2023-07-10,1.42,0,1560,0.001,100,91.55,100,91.55,27.46,0.2,156,0,25.115,C,PPE,30,0,,,
37249,2023-07-10,1.42,0,1540,0.001,100,90.38,100,90.38,27.11,0,152,0,25.115,D,PPE,30,0,,,
37250,2023-07-11,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / รอซ่อมชุด hoist,,
37251,2023-07-11,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,,,
37252,2023-07-11,6.08,0,6976,0.01,100,95.61,99.99,95.6,28.68,2,693,0.3,25.12,A,HDPE,30,0,,,ปากถุงเปิด
37253,2023-07-11,9.09,0,9745,0,100,89.34,100,89.34,26.8,1.2,912,0,25.114,A,PP3,30,0,,,
37254,2023-07-11,9.08,0,9833,0,100,90.24,100,90.24,27.07,1.3,964,0,25.114,B,PP3,30,0,,,
37255,2023-07-11,4.17,0,4632,0,100,92.57,100,92.57,27.77,0.4,528,0,25.115,C,PPE,30,0,,,
37256,2023-07-11,4.17,0,4560,0,100,91.13,100,91.13,27.34,0.4,405,0,25.115,D,PPE,30,0,,,
37257,2023-07-12,8.97,0,9473,0,100,88.01,100,88.01,26.4,0.7,957,0,25.115,C,PP12,30,1,,,
37258,2023-07-12,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / รอซ่อมชุด hoist,,
37259,2023-07-12,6.5,0,6941,0,100,88.99,100,88.99,26.7,0.6,676,0.25,25.115,A,HDPE,30,0,,,
37260,2023-07-13,6.5,0,6965,0,100,89.29,100,89.29,26.79,0.7,690,0,25.116,C,PP12,30,1,,,
37261,2023-07-12,12.42,0,13480,0,100,90.45,100,90.45,27.13,1,1333,0,25.117,A,PP3,30,0,,รอยต่อ,
37262,2023-07-12,14.08,0,15164,0,100,89.75,100,89.75,26.92,9,1450,0,25.114,B,PP3,30,0,,รอยต่อ,
37263,2023-07-12,6.38,0,7038,0,100,91.93,100,91.93,27.58,0.6,695,0,25.115,C,PPE,30,0,,รอยต่อ,
37264,2023-07-12,6.38,0,7120,0,100,93,100,93,27.9,0.6,715,0,25.115,D,PPE,30,0,,รอยต่อ,
37265,2023-07-13,7.16,0,8025,0.005,100,93.4,100,93.4,28.02,1.8,814,0.2,25.12,A,HDPE,30,0,,,
37266,2023-07-13,13.58,1,13840,0,92.64,91.68,100,84.93,27.5,1.9,1345,0,25.114,A,PP3,30,0,15.00-16.00 ล้างหัว Ink jet ใหม่ หัวพ่นสกปรก,รอยต่อ,
37267,2023-07-13,13.68,0,15119,0,100,92.1,100,92.1,27.63,2,1491,0,25.114,B,PP3,30,0,,รอยต่อ,
37268,2023-07-13,9.17,0,10120,0,100,91.97,100,91.97,27.59,0.8,1018,0,25.116,C,PPE,30,0,,รอยต่อ,
37269,2023-07-13,6.42,0,7153,0,100,92.85,100,92.85,27.85,0.6,734,0,25.115,D,PPE,30,0,,รอยต่อ,
37270,2023-07-14,6.17,0,6400,0,100,86.44,100,86.44,25.93,0.6,640,0,25.115,C,PPE,30,1,,,
37271,2023-07-14,7.42,0,8046,0,100,90.36,100,90.36,27.11,0.5,780,0,25.117,C,PP12,30,1,,,
37272,2023-07-13,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / รอซ่อมชุด hoist,,
37273,2023-07-14,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / รอซ่อมชุด hoist,,
37274,2023-07-14,16.41,0,18287,0.05,100,92.87,99.99,92.86,27.86,1,1786,0.75,25.116,A,HDPE,30,0,,,
37275,2023-07-14,11.42,0,12463,0,100,90.94,100,90.94,27.28,2.4,1248,0,25.114,A,PP3,30,1,,,
37276,2023-07-14,7,0,7493,0,100,89.2,100,89.2,26.76,1.85,750,0,25.114,B,PP3,30,1,,,
37277,2023-07-14,6.33,1.83,4320,0,71.09,80,100,56.87,24,0.6,432,0,25.116,D,PPE,30,1,10.00-11.50 Clamp จับถุง Filling รูดทำให้ถุงปากเปิด,,
37278,2023-07-15,11.25,0,12556,0,100,93.01,100,93.01,27.9,0.8,1170,0.5,25.115,A,HDPE,30,0,,,
37279,2023-07-15,12.25,0,13800,0,100,93.88,100,93.88,28.16,1.2,1329,0,25.114,A,PP3,30,1,,,
37280,2023-07-15,12.17,0,13776,0,100,94.33,100,94.33,28.3,1.7,1322,0,25.115,B,PP3,30,1,,,
37281,2023-07-15,12.33,0,13680,0,100,92.46,100,92.46,27.74,1.2,1358,0,25.115,C,PPE,30,1,,,
37282,2023-07-15,4.42,0,4600,0,100,86.73,100,86.73,26.02,0.4,470,0,25.114,D,PPE,30,1,,,
37283,2023-07-16,5.58,0,5988,0,100,89.43,100,89.43,26.83,0.4,604,0.25,25.115,A,HDPE,30,0,,,
37284,2023-07-16,10.25,0,11200,0,100,91.06,100,91.06,27.32,0.9,1085,0,25.114,A,PP3,30,1,,,
37285,2023-07-16,10.25,0,11276,0,100,91.67,100,91.67,27.5,1.1,1200,0,25.115,B,PP3,30,1,,,
37286,2023-07-16,12.83,0,13880,0,100,90.15,100,90.15,27.05,1.2,1404,0,25.114,C,PPE,30,1,,,
37287,2023-07-16,13.67,0,11434,0,100,69.7,100,69.7,20.91,0.8,1128,0,25.115,D,PPE,30,1,"08.30-10.00 Sucker ดูดปากถุงไม่ออกหลายจังหวะ / ทำการตรวจสอบพบว่ากระบอกสูบ Sucker ฝั่งขวา			
นั้นเกิดการคลายตัวออกและท่อ Sucker ฝั่งซ้ายมีรอยรั่วทำการแก้ไขปรับระยะกระบอกสูบ			
Sucker ใหม่และทำการเปลียนท่อ Sucker ใหม่และทำการ Test Run ก่อน Start Up",,
37288,2023-07-15,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / กำลังดำเนินการซ่อมชุด hoist,,
37289,2023-07-16,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / กำลังดำเนินการซ่อมชุด hoist,,
37290,2023-07-17,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,เครื่อง palletizer เสีย / กำลังดำเนินการซ่อมชุด hoist,,
37291,2023-07-16,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,รอโปรแกรม Bag out.,,
37292,2023-07-15,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,,,
37293,2023-07-17,9.67,0,10272,0,100,88.52,100,88.52,26.56,0.9,1005,0,25.114,C,PP12,30,1,,,
37294,2023-07-17,5.5,0,5971,0.025,100,90.47,99.98,90.45,27.14,0.5,584,0.45,25.115,A,HDPE,30,0,,,
37295,2023-07-17,11.25,0,12681,0,100,93.93,100,93.93,28.18,1.12,1249,0,25.115,A,PP3,30,1,,,
37296,2023-07-17,11.17,0,12569,0,100,93.77,100,93.77,28.13,1.32,1262,0,25.115,B,PP3,30,1,,,
37297,2023-07-17,11.67,0,12920,0,100,92.26,100,92.26,27.68,1.1,1354,0,25.115,C,PPE,30,1,,,
37298,2023-07-17,10.08,0,11081,0,100,91.61,100,91.61,27.48,1.1,1070,0,25.116,D,PPE,30,1,,,
37299,2023-07-18,10.87,0,11640,0.001,100,89.24,100,89.24,26.77,1,1159,0,25.116,C,PPE,30,1,,,
37300,2023-07-18,0.38,0,608,0,100,88.89,100,88.89,40,0,69,0,25.119,A,PP12,45,1,,,
37301,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,0,25.11,C,PP12,30,1,,,
37302,2023-07-18,2.75,0,3064,0.05,100,92.85,99.93,92.79,27.85,0.2,296,0.05,25.115,A,HDPE,30,0,,,
37303,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,A,PP3,30,0,ไม่มีโปรแกรม Bag out,,
37304,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,B,PP3,30,0,ไม่มีโปรแกรม Bag out,,
37305,2023-07-18,11.37,0,11914,0.001,100,87.32,100,87.32,26.2,1,1228,0,25.115,D,PPE,30,0,,,
37306,2023-07-19,3.92,0,4210,0,100,89.5,100,89.5,26.85,0.4,430,0,25.115,C,PP12,30,1,,,
37307,2023-07-19,0,0,0,0,0,0,0,0,0,0,0,0,25.11,A,PP12,45,1,,,
37308,2023-07-19,11.25,0,12524,0,100,92.77,100,92.77,27.83,1.1,1206,0,25.114,A,PP3,30,0,,,
37309,2023-07-19,11.25,0,12374,0,100,91.66,100,91.66,27.5,1.1,1202,0,25.115,B,PP3,30,0,,,
37310,2023-07-19,2.72,0,3040,0,100,93.14,100,93.14,27.94,0.4,333,0,25.115,C,PPE,30,0,,,
37311,2023-07-19,2.68,0,2992,0,100,93.03,100,93.03,27.91,0.3,309,0,25.115,D,PPE,30,0,,,
37312,2023-07-20,6,0,6391,0,100,88.76,100,88.76,26.63,0.4,621,0,25.115,C,PP12,30,1,,,
37313,2023-07-20,2.42,0,2600,0,100,89.53,100,89.53,26.86,0.7,232,0,25.12,B,PPC,30,1,,,
37314,2023-07-20,4.67,0,5204,0.035,100,92.86,99.97,92.83,27.86,0.6,420,0,25.119,A,PPC,30,1,,,ปากเปิด
37315,2023-07-20,3.17,0,5109,0,100,89.54,100,89.54,40.29,0.2,513,0,25.12,A,PP12,45,1,,,
37316,2023-07-20,10.58,0,11400,0,100,89.79,100,89.79,26.94,1,1108,0,25.115,A,PP3,30,0,,รอยต่อ,
37317,2023-07-20,7.33,0,8040,0,100,91.41,100,91.41,27.42,0.6,806,0,25.115,C,PPE,30,0,,รอยต่อ,
37318,2023-07-20,7.25,0,8010,0,100,92.07,100,92.07,27.62,0.6,846,0,25.115,D,PPE,30,0,,รอยต่อ,
37319,2023-07-20,13.83,0,15604,0,100,94.02,100,94.02,28.21,1.38,1551,0,25.115,B,PP3,30,0,,รอยต่อ,
37320,2023-07-21,11.42,0,12129,0,100,88.51,100,88.51,26.55,2.6,1235,0,25.119,A,PPC,30,1,,,
37321,2023-07-21,0.34,0,397,0,100,97.3,100,97.3,29.19,0.3,52,0,25.12,B,PPC,30,1,,,
37322,2023-07-21,0.92,0,965,0,100,87.41,100,87.41,26.22,0.2,111,0,25.113,C,PP12,30,1,,,
37323,2023-07-21,1.75,0,1901,0.01,100,90.52,99.98,90.5,27.16,0.02,190,0.5,25.115,A,HDPE,30,0,,,
37324,2023-07-22,7.75,0,8445,0,100,90.81,100,90.81,27.24,0.9,1083,0,25.116,C,PP12,30,1,,,
37325,2023-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,A,PP12,45,0,,,
37326,2023-07-22,2.08,0,3327,0,100,88.86,100,88.86,39.99,0.5,342,0,25.12,A,PP12,45,1,,,
37327,2023-07-22,10.75,0,11905,0,100,92.29,100,92.29,27.69,1,1133,0,25.119,A,PPC,30,1,,,
37328,2023-07-23,7.42,0,7841,0,100,88.06,100,88.06,26.42,1.8,768,0,25.115,C,PP12,30,1,,,
37329,2023-07-22,16.41,0,18887,0.022,100,95.91,100,95.91,28.77,2.8,1854,0.325,25.116,A,HDPE,30,0,,,
37330,2023-07-22,9.17,0,10280,0,100,93.42,100,93.42,28.03,1.4,1000,0,25.114,A,PP3,30,1,,,
37331,2023-07-22,7,0,7541,0,100,89.77,100,89.77,26.93,1.4,768,0,25.115,B,PP3,30,1,,,
37332,2023-07-22,12.83,0,14114,0,100,91.67,100,91.67,27.5,1.8,1417,0,25.115,C,PPE,30,1,,,
37333,2023-07-22,6.83,0,7541,0,100,92.01,100,92.01,27.6,1.2,756,0,25.115,D,PPE,30,1,,,
37334,2023-07-23,2.83,0,2968,0,100,87.4,100,87.4,26.22,0.3,316,0,25.119,A,PPC,30,1,,,
37335,2023-07-21,6.75,0,7400,0.015,100,91.36,99.99,91.35,27.41,0.8,707,0,25.114,A,PP3,30,0,,รอยต่อ,
37336,2023-07-21,6.75,0,7510,0,100,92.72,100,92.72,27.81,0.8,767,0,25.115,B,PP3,30,0,,รอยต่อ,
37337,2023-07-21,10.58,0,11480,0.001,100,90.42,100,90.42,27.13,1,1038,0,25.117,C,PPE,30,0,,รอยต่อ,
37338,2023-07-21,10.58,1,10436,0.001,90.55,90.78,100,82.2,27.23,0.8,1066,0,25.116,D,PPE,30,0,09.30-10.30 Palletizer Alams B05 Grab Small และมีอาการค้างตลอดเมื่อมี Product,รอยต่อ,
